Sample,,,,,,,,S1P d16:1 [M>113] Method,,,,S1P d16:1 [M>113] Results,,,,S1P d16:1 [M>60] Method,,,,S1P d16:1 [M>60] Results,,,,S1P d17:1 [M>113] Method,,,,S1P d17:1 [M>113] Results,,,,S1P d17:1 [M>60] Method,,,,S1P d17:1 [M>60] Results,,,,S1P d18:0 [M>113] Method,,,,S1P d18:0 [M>113] Results,,,,S1P d18:0 [M>60] Method,,,,S1P d18:0 [M>60] Results,,,,S1P d18:1 [M>113] Method,,,,S1P d18:1 [M>113] Results,,,,S1P d18:1 [M>60] Method,,,,S1P d18:1 [M>60] Results,,,,S1P d18:1 13C2D2 (ISTD) [M>113] Method,,,,S1P d18:1 13C2D2 (ISTD) [M>113] Results,,,,S1P d18:1 13C2D2 (ISTD) [M>60] Method,,,,S1P d18:1 13C2D2 (ISTD) [M>60] Results,,,,S1P d18:2 [M>113] Method,,,,S1P d18:2 [M>113] Results,,,,S1P d18:2 [M>60] Method,,,,S1P d18:2 [M>60] Results,,,,S1P d19:1 [M>113] Method,,,,S1P d19:1 [M>113] Results,,,,S1P d19:1 [M>60] Method,,,,S1P d19:1 [M>60] Results,,,,S1P d20:1 [M>113] Method,,,,S1P d20:1 [M>113] Results,,,,S1P d20:1 [M>60] Method,,,,S1P d20:1 [M>60] Results,,,
,Quantitation Message,Data File,Name,Type,Level,Acq. Date-Time,Pos.,Ion Polarity,Precursor Ion,Product Ion,Collision Energy,RT,Area,FWHM,MI,Ion Polarity,Precursor Ion,Product Ion,Collision Energy,RT,Area,FWHM,MI,Ion Polarity,Precursor Ion,Product Ion,Collision Energy,RT,Area,FWHM,MI,Ion Polarity,Precursor Ion,Product Ion,Collision Energy,RT,Area,FWHM,MI,Ion Polarity,Precursor Ion,Product Ion,Collision Energy,RT,Area,FWHM,MI,Ion Polarity,Precursor Ion,Product Ion,Collision Energy,RT,Area,FWHM,MI,Ion Polarity,Precursor Ion,Product Ion,Collision Energy,RT,Area,FWHM,MI,Ion Polarity,Precursor Ion,Product Ion,Collision Energy,RT,Area,FWHM,MI,Ion Polarity,Precursor Ion,Product Ion,Collision Energy,RT,Area,FWHM,MI,Ion Polarity,Precursor Ion,Product Ion,Collision Energy,RT,Area,FWHM,MI,Ion Polarity,Precursor Ion,Product Ion,Collision Energy,RT,Area,FWHM,MI,Ion Polarity,Precursor Ion,Product Ion,Collision Energy,RT,Area,FWHM,MI,Ion Polarity,Precursor Ion,Product Ion,Collision Energy,RT,Area,FWHM,MI,Ion Polarity,Precursor Ion,Product Ion,Collision Energy,RT,Area,FWHM,MI,Ion Polarity,Precursor Ion,Product Ion,Collision Energy,RT,Area,FWHM,MI,Ion Polarity,Precursor Ion,Product Ion,Collision Energy,RT,Area,FWHM,MI
,,066_BQC_PQC07.d,066_BQC_PQC07,Sample,,4/20/2018 4:53,P1-F5,Positive,408.3,113,29,3.463,1632,0.057,FALSE,Positive,408.3,60.1,29,3.463,6153,0.055,FALSE,Positive,422.3,113,29,3.429,1292,0.063,FALSE,Positive,422.3,60.1,29,3.429,4819,0.056,TRUE,Positive,438.3,113,29,3.376,10575,0.058,FALSE,Positive,438.3,60.1,29,3.384,18915,0.059,FALSE,Positive,436.3,113,29,3.402,36406,0.055,FALSE,Positive,436.3,60.1,29,3.402,134133,0.055,FALSE,Positive,440.3,113,29,3.4,9263,0.056,FALSE,Positive,440.3,60.1,29,3.4,42307,0.055,FALSE,Positive,434.3,113,29,3.436,5169,0.056,FALSE,Positive,434.3,60.1,29,3.436,22490,0.056,FALSE,Positive,450.4,113,29,3.374,679,0.096,FALSE,Positive,450.4,60.1,29,3.374,3215,0.056,FALSE,Positive,464.4,113,29,3.265,133,0.044,FALSE,Positive,464.4,60.1,29,3.34,852,0.06,TRUE
,,067_SPL_S041_VM897848.d,067_SPL_S041_VM897848,Sample,,4/20/2018 5:03,P1-F6,Positive,408.3,113,29,3.463,2726,0.056,FALSE,Positive,408.3,60.1,29,3.463,9819,0.055,FALSE,Positive,422.3,113,29,3.429,1854,0.061,TRUE,Positive,422.3,60.1,29,3.429,6347,0.056,TRUE,Positive,438.3,113,29,3.384,8219,0.058,FALSE,Positive,438.3,60.1,29,3.384,13810,0.06,FALSE,Positive,436.3,113,29,3.402,35366,0.055,FALSE,Positive,436.3,60.1,29,3.402,146541,0.055,FALSE,Positive,440.3,113,29,3.4,9705,0.057,FALSE,Positive,440.3,60.1,29,3.4,41430,0.056,FALSE,Positive,434.3,113,29,3.436,8457,0.056,FALSE,Positive,434.3,60.1,29,3.436,31648,0.056,FALSE,Positive,450.4,113,29,3.374,932,0.086,FALSE,Positive,450.4,60.1,29,3.374,2977,0.059,FALSE,Positive,464.4,113,29,3.348,639,0.067,FALSE,Positive,464.4,60.1,29,3.34,796,0.065,TRUE
,S1P d20:1 [M>113]: Integrator did not find any peaks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,068_SPL_S042_LZ140230.d,068_SPL_S042_LZ140230,Sample,,4/20/2018 5:13,P1-F7,Positive,408.3,113,29,3.463,1461,0.058,FALSE,Positive,408.3,60.1,29,3.463,5125,0.055,FALSE,Positive,422.3,113,29,3.429,1399,0.063,FALSE,Positive,422.3,60.1,29,3.429,3889,0.056,FALSE,Positive,438.3,113,29,3.384,6995,0.058,FALSE,Positive,438.3,60.1,29,3.384,11542,0.061,FALSE,Positive,436.3,113,29,3.402,22364,0.056,FALSE,Positive,436.3,60.1,29,3.402,99983,0.055,FALSE,Positive,440.3,113,29,3.408,9128,0.057,FALSE,Positive,440.3,60.1,29,3.4,42795,0.056,FALSE,Positive,434.3,113,29,3.436,3975,0.057,FALSE,Positive,434.3,60.1,29,3.436,17212,0.055,FALSE,Positive,450.4,113,29,3.283,83,0.054,FALSE,Positive,450.4,60.1,29,3.374,1857,0.058,FALSE,Positive,464.4,113,29,,,,FALSE,Positive,464.4,60.1,29,3.348,522,0.06,TRUE,
,,069_SPL_S043_Bader 0.d,069_SPL_S043_Bader 0,Sample,,4/20/2018 5:23,P1-F8,Positive,408.3,113,29,3.463,1303,0.059,FALSE,Positive,408.3,60.1,29,3.463,4195,0.055,FALSE,Positive,422.3,113,29,3.429,1235,0.067,TRUE,Positive,422.3,60.1,29,3.437,3140,0.057,FALSE,Positive,438.3,113,29,3.376,11597,0.058,FALSE,Positive,438.3,60.1,29,3.384,20949,0.059,FALSE,Positive,436.3,113,29,3.402,42148,0.056,FALSE,Positive,436.3,60.1,29,3.402,171494,0.055,FALSE,Positive,440.3,113,29,3.4,10213,0.058,FALSE,Positive,440.3,60.1,29,3.4,42616,0.056,FALSE,Positive,434.3,113,29,3.436,4784,0.057,FALSE,Positive,434.3,60.1,29,3.436,18396,0.056,FALSE,Positive,450.4,113,29,3.374,875,0.063,FALSE,Positive,450.4,60.1,29,3.374,3358,0.057,FALSE,Positive,464.4,113,29,3.348,756,0.098,FALSE,Positive,464.4,60.1,29,3.348,991,0.058,TRUE
,,070_SPL_S043_Bader 1.d,070_SPL_S043_Bader 1,Sample,,4/20/2018 5:34,P1-F9,Positive,408.3,113,29,3.463,1342,0.058,FALSE,Positive,408.3,60.1,29,3.463,4939,0.055,FALSE,Positive,422.3,113,29,3.429,1474,0.06,FALSE,Positive,422.3,60.1,29,3.429,4815,0.056,FALSE,Positive,438.3,113,29,3.376,13114,0.058,FALSE,Positive,438.3,60.1,29,3.384,23738,0.059,FALSE,Positive,436.3,113,29,3.402,47606,0.055,FALSE,Positive,436.3,60.1,29,3.402,198650,0.055,FALSE,Positive,440.3,113,29,3.4,10530,0.057,FALSE,Positive,440.3,60.1,29,3.4,45733,0.056,FALSE,Positive,434.3,113,29,3.436,5689,0.056,FALSE,Positive,434.3,60.1,29,3.436,23922,0.056,FALSE,Positive,450.4,113,29,3.382,772,0.067,FALSE,Positive,450.4,60.1,29,3.374,4197,0.057,FALSE,Positive,464.4,113,29,3.34,597,0.07,FALSE,Positive,464.4,60.1,29,3.34,1167,0.054,TRUE
,,071_SPL_S045_VM884952.d,071_SPL_S045_VM884952,Sample,,4/20/2018 5:44,P2-A1,Positive,408.3,113,29,3.463,1281,0.06,FALSE,Positive,408.3,60.1,29,3.463,4279,0.055,FALSE,Positive,422.3,113,29,3.429,1314,0.061,FALSE,Positive,422.3,60.1,29,3.429,3931,0.056,FALSE,Positive,438.3,113,29,3.376,9777,0.057,FALSE,Positive,438.3,60.1,29,3.384,16298,0.059,FALSE,Positive,436.3,113,29,3.402,28177,0.055,FALSE,Positive,436.3,60.1,29,3.402,106123,0.055,FALSE,Positive,440.3,113,29,3.4,10044,0.055,FALSE,Positive,440.3,60.1,29,3.4,40052,0.056,FALSE,Positive,434.3,113,29,3.436,4788,0.057,FALSE,Positive,434.3,60.1,29,3.436,18554,0.057,FALSE,Positive,450.4,113,29,3.283,93,0.05,FALSE,Positive,450.4,60.1,29,3.374,2313,0.058,FALSE,Positive,464.4,113,29,3.34,318,0.099,FALSE,Positive,464.4,60.1,29,3.34,733,0.059,FALSE
,,072_SPL_S046_VM891381.d,072_SPL_S046_VM891381,Sample,,4/20/2018 5:54,P2-A2,Positive,408.3,113,29,3.463,2204,0.056,FALSE,Positive,408.3,60.1,29,3.463,8508,0.055,FALSE,Positive,422.3,113,29,3.429,1947,0.058,FALSE,Positive,422.3,60.1,29,3.429,6728,0.057,FALSE,Positive,438.3,113,29,3.376,11806,0.059,FALSE,Positive,438.3,60.1,29,3.384,19737,0.06,FALSE,Positive,436.3,113,29,3.402,44243,0.056,FALSE,Positive,436.3,60.1,29,3.402,177408,0.055,FALSE,Positive,440.3,113,29,3.4,10733,0.056,FALSE,Positive,440.3,60.1,29,3.4,44610,0.056,FALSE,Positive,434.3,113,29,3.436,10871,0.056,FALSE,Positive,434.3,60.1,29,3.436,41944,0.056,FALSE,Positive,450.4,113,29,3.374,725,0.075,FALSE,Positive,450.4,60.1,29,3.374,3454,0.057,FALSE,Positive,464.4,113,29,3.348,671,0.215,FALSE,Positive,464.4,60.1,29,3.34,831,0.06,FALSE
,,073_SPL_S047_Lanfranchi 0.d,073_SPL_S047_Lanfranchi 0,Sample,,4/20/2018 6:04,P2-A3,Positive,408.3,113,29,3.463,1284,0.057,TRUE,Positive,408.3,60.1,29,3.463,3724,0.054,FALSE,Positive,422.3,113,29,3.429,1295,0.068,TRUE,Positive,422.3,60.1,29,3.429,3605,0.057,FALSE,Positive,438.3,113,29,3.376,11800,0.058,FALSE,Positive,438.3,60.1,29,3.384,20811,0.06,FALSE,Positive,436.3,113,29,3.402,37528,0.056,FALSE,Positive,436.3,60.1,29,3.402,159231,0.055,FALSE,Positive,440.3,113,29,3.4,10020,0.057,FALSE,Positive,440.3,60.1,29,3.4,43831,0.056,FALSE,Positive,434.3,113,29,3.436,6729,0.056,FALSE,Positive,434.3,60.1,29,3.436,30140,0.055,FALSE,Positive,450.4,113,29,3.382,636,0.08,FALSE,Positive,450.4,60.1,29,3.366,3166,0.057,FALSE,Positive,464.4,113,29,3.34,856,0.07,FALSE,Positive,464.4,60.1,29,3.34,1050,0.062,FALSE
,,074_SPL_S048_Lanfranchi 1.d,074_SPL_S048_Lanfranchi 1,Sample,,4/20/2018 6:15,P2-A4,Positive,408.3,113,29,3.455,919,0.063,TRUE,Positive,408.3,60.1,29,3.463,2865,0.055,FALSE,Positive,422.3,113,29,3.429,1120,0.065,FALSE,Positive,422.3,60.1,29,3.429,3843,0.057,FALSE,Positive,438.3,113,29,3.376,11537,0.058,FALSE,Positive,438.3,60.1,29,3.376,18828,0.06,FALSE,Positive,436.3,113,29,3.402,37116,0.055,FALSE,Positive,436.3,60.1,29,3.402,133618,0.056,FALSE,Positive,440.3,113,29,3.4,9603,0.057,FALSE,Positive,440.3,60.1,29,3.4,42330,0.056,FALSE,Positive,434.3,113,29,3.428,4275,0.056,FALSE,Positive,434.3,60.1,29,3.428,17790,0.055,FALSE,Positive,450.4,113,29,3.374,733,0.068,FALSE,Positive,450.4,60.1,29,3.374,3171,0.058,FALSE,Positive,464.4,113,29,3.34,1200,0.062,FALSE,Positive,464.4,60.1,29,3.34,1399,0.056,FALSE
,S1P d19:1 [M>113]: The retention times of all integrated peak groups lie outside the compound's identification time range.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,075_BQC_PQC08.d,075_BQC_PQC08,Sample,,4/20/2018 6:25,P2-A5,Positive,408.3,113,29,3.463,1671,0.057,FALSE,Positive,408.3,60.1,29,3.463,6779,0.054,FALSE,Positive,422.3,113,29,3.429,1502,0.062,TRUE,Positive,422.3,60.1,29,3.429,4560,0.056,TRUE,Positive,438.3,113,29,3.376,10398,0.058,FALSE,Positive,438.3,60.1,29,3.384,17043,0.061,FALSE,Positive,436.3,113,29,3.402,34438,0.055,FALSE,Positive,436.3,60.1,29,3.402,143347,0.055,FALSE,Positive,440.3,113,29,3.4,9425,0.057,FALSE,Positive,440.3,60.1,29,3.4,39146,0.056,FALSE,Positive,434.3,113,29,3.428,5491,0.057,FALSE,Positive,434.3,60.1,29,3.428,22859,0.056,FALSE,Positive,450.4,113,29,,,,FALSE,Positive,450.4,60.1,29,3.374,3284,0.057,FALSE,Positive,464.4,113,29,3.34,247,0.091,FALSE,Positive,464.4,60.1,29,3.34,926,0.058,FALSE,
,,076_TQC_TQC05.d,076_TQC_TQC05,Sample,,4/20/2018 6:35,Vial 3,Positive,408.3,113,29,3.463,2008,0.057,FALSE,Positive,408.3,60.1,29,3.463,6324,0.055,FALSE,Positive,422.3,113,29,3.437,1469,0.062,FALSE,Positive,422.3,60.1,29,3.437,5358,0.057,TRUE,Positive,438.3,113,29,3.376,11189,0.059,FALSE,Positive,438.3,60.1,29,3.384,20707,0.061,FALSE,Positive,436.3,113,29,3.402,38660,0.055,FALSE,Positive,436.3,60.1,29,3.402,163471,0.055,FALSE,Positive,440.3,113,29,3.4,11314,0.057,FALSE,Positive,440.3,60.1,29,3.4,45456,0.056,FALSE,Positive,434.3,113,29,3.436,5908,0.057,FALSE,Positive,434.3,60.1,29,3.436,25076,0.056,FALSE,Positive,450.4,113,29,3.266,88,0.049,FALSE,Positive,450.4,60.1,29,3.374,3600,0.057,FALSE,Positive,464.4,113,29,3.348,343,0.099,FALSE,Positive,464.4,60.1,29,3.34,978,0.051,FALSE
,,077_SPL_S049_LZ134416.d,077_SPL_S049_LZ134416,Sample,,4/20/2018 6:45,P2-A6,Positive,408.3,113,29,3.463,1691,0.056,FALSE,Positive,408.3,60.1,29,3.463,6167,0.055,FALSE,Positive,422.3,113,29,3.429,1316,0.065,TRUE,Positive,422.3,60.1,29,3.437,3620,0.056,TRUE,Positive,438.3,113,29,3.376,11467,0.058,FALSE,Positive,438.3,60.1,29,3.384,19087,0.059,FALSE,Positive,436.3,113,29,3.402,34815,0.055,FALSE,Positive,436.3,60.1,29,3.402,140859,0.055,FALSE,Positive,440.3,113,29,3.4,9121,0.057,FALSE,Positive,440.3,60.1,29,3.4,40348,0.055,FALSE,Positive,434.3,113,29,3.436,5337,0.056,FALSE,Positive,434.3,60.1,29,3.436,20619,0.056,FALSE,Positive,450.4,113,29,3.382,529,0.051,FALSE,Positive,450.4,60.1,29,3.374,2813,0.058,FALSE,Positive,464.4,113,29,3.34,669,0.078,FALSE,Positive,464.4,60.1,29,3.34,874,0.057,TRUE
,,078_SPL_S050_LZ134458.d,078_SPL_S050_LZ134458,Sample,,4/20/2018 6:56,P2-A7,Positive,408.3,113,29,3.463,2002,0.056,FALSE,Positive,408.3,60.1,29,3.463,7404,0.055,FALSE,Positive,422.3,113,29,3.429,1268,0.064,TRUE,Positive,422.3,60.1,29,3.429,3648,0.057,FALSE,Positive,438.3,113,29,3.376,6121,0.059,FALSE,Positive,438.3,60.1,29,3.384,11670,0.06,FALSE,Positive,436.3,113,29,3.402,27029,0.055,FALSE,Positive,436.3,60.1,29,3.402,105264,0.055,FALSE,Positive,440.3,113,29,3.4,10138,0.057,FALSE,Positive,440.3,60.1,29,3.4,41405,0.055,FALSE,Positive,434.3,113,29,3.436,5134,0.057,FALSE,Positive,434.3,60.1,29,3.436,21039,0.056,FALSE,Positive,450.4,113,29,3.382,613,0.1,FALSE,Positive,450.4,60.1,29,3.374,2707,0.058,FALSE,Positive,464.4,113,29,3.265,78,0.037,FALSE,Positive,464.4,60.1,29,3.34,761,0.058,FALSE
,,079_SPL_S051_Zehnder 0.d,079_SPL_S051_Zehnder 0,Sample,,4/20/2018 7:06,P2-A8,Positive,408.3,113,29,3.463,1605,0.056,FALSE,Positive,408.3,60.1,29,3.463,5763,0.055,FALSE,Positive,422.3,113,29,3.437,1329,0.064,FALSE,Positive,422.3,60.1,29,3.437,3798,0.057,FALSE,Positive,438.3,113,29,3.376,10653,0.06,FALSE,Positive,438.3,60.1,29,3.384,20485,0.06,FALSE,Positive,436.3,113,29,3.402,49193,0.055,FALSE,Positive,436.3,60.1,29,3.402,188268,0.055,FALSE,Positive,440.3,113,29,3.408,10785,0.057,FALSE,Positive,440.3,60.1,29,3.408,47020,0.056,FALSE,Positive,434.3,113,29,3.436,7083,0.057,FALSE,Positive,434.3,60.1,29,3.436,31176,0.056,FALSE,Positive,450.4,113,29,3.374,642,0.182,FALSE,Positive,450.4,60.1,29,3.374,3887,0.05,FALSE,Positive,464.4,113,29,3.348,703,0.047,FALSE,Positive,464.4,60.1,29,3.348,1172,0.058,FALSE
,,080_SPL_S052_VM867188.d,080_SPL_S052_VM867188,Sample,,4/20/2018 7:16,P2-A9,Positive,408.3,113,29,3.463,2418,0.057,FALSE,Positive,408.3,60.1,29,3.463,9220,0.057,FALSE,Positive,422.3,113,29,3.429,3116,0.059,FALSE,Positive,422.3,60.1,29,3.429,12798,0.056,FALSE,Positive,438.3,113,29,3.376,6000,0.059,FALSE,Positive,438.3,60.1,29,3.384,10518,0.062,FALSE,Positive,436.3,113,29,3.402,27913,0.055,FALSE,Positive,436.3,60.1,29,3.402,108073,0.056,FALSE,Positive,440.3,113,29,3.4,8792,0.057,FALSE,Positive,440.3,60.1,29,3.4,39950,0.055,FALSE,Positive,434.3,113,29,3.436,8022,0.056,FALSE,Positive,434.3,60.1,29,3.436,31012,0.056,FALSE,Positive,450.4,113,29,3.382,773,0.062,FALSE,Positive,450.4,60.1,29,3.374,3559,0.057,FALSE,Positive,464.4,113,29,3.282,87,0.052,FALSE,Positive,464.4,60.1,29,3.34,668,0.058,TRUE
,,081_SPL_S053_Rüegg 0.d,081_SPL_S053_Rüegg 0,Sample,,4/20/2018 7:26,P2-B1,Positive,408.3,113,29,3.463,1898,0.055,FALSE,Positive,408.3,60.1,29,3.463,7445,0.055,FALSE,Positive,422.3,113,29,3.429,1748,0.059,FALSE,Positive,422.3,60.1,29,3.429,5376,0.057,FALSE,Positive,438.3,113,29,3.376,9019,0.058,FALSE,Positive,438.3,60.1,29,3.384,17371,0.061,FALSE,Positive,436.3,113,29,3.402,42123,0.055,FALSE,Positive,436.3,60.1,29,3.402,178664,0.055,FALSE,Positive,440.3,113,29,3.4,9360,0.055,FALSE,Positive,440.3,60.1,29,3.4,41259,0.056,FALSE,Positive,434.3,113,29,3.436,6346,0.056,FALSE,Positive,434.3,60.1,29,3.436,24485,0.056,FALSE,Positive,450.4,113,29,3.374,1241,0.069,FALSE,Positive,450.4,60.1,29,3.374,4718,0.058,FALSE,Positive,464.4,113,29,3.348,856,0.088,FALSE,Positive,464.4,60.1,29,3.348,1091,0.055,TRUE
,,082_SPL_S054_Rüegg 1.d,082_SPL_S054_Rüegg 1,Sample,,4/20/2018 7:37,P2-B2,Positive,408.3,113,29,3.463,2227,0.057,FALSE,Positive,408.3,60.1,29,3.463,8458,0.056,FALSE,Positive,422.3,113,29,3.429,2224,0.062,TRUE,Positive,422.3,60.1,29,3.429,5948,0.056,FALSE,Positive,438.3,113,29,3.376,11928,0.06,FALSE,Positive,438.3,60.1,29,3.384,20579,0.059,FALSE,Positive,436.3,113,29,3.402,46562,0.055,FALSE,Positive,436.3,60.1,29,3.402,213135,0.055,FALSE,Positive,440.3,113,29,3.4,9928,0.056,FALSE,Positive,440.3,60.1,29,3.4,41238,0.056,FALSE,Positive,434.3,113,29,3.436,6818,0.057,FALSE,Positive,434.3,60.1,29,3.436,27997,0.056,FALSE,Positive,450.4,113,29,3.374,1019,0.069,FALSE,Positive,450.4,60.1,29,3.374,5321,0.057,FALSE,Positive,464.4,113,29,3.265,94,0.047,FALSE,Positive,464.4,60.1,29,3.348,1042,0.059,TRUE
,,083_SPL_S055_VM867758.d,083_SPL_S055_VM867758,Sample,,4/20/2018 7:47,P2-B3,Positive,408.3,113,29,3.455,1797,0.057,TRUE,Positive,408.3,60.1,29,3.463,7280,0.055,FALSE,Positive,422.3,113,29,3.437,1462,0.061,FALSE,Positive,422.3,60.1,29,3.429,5687,0.057,TRUE,Positive,438.3,113,29,3.376,13451,0.057,FALSE,Positive,438.3,60.1,29,3.376,22446,0.059,FALSE,Positive,436.3,113,29,3.402,33457,0.055,FALSE,Positive,436.3,60.1,29,3.402,144892,0.055,FALSE,Positive,440.3,113,29,3.4,8941,0.057,FALSE,Positive,440.3,60.1,29,3.4,37450,0.056,FALSE,Positive,434.3,113,29,3.436,5245,0.057,FALSE,Positive,434.3,60.1,29,3.436,21522,0.056,FALSE,Positive,450.4,113,29,3.374,705,0.034,FALSE,Positive,450.4,60.1,29,3.374,3465,0.055,FALSE,Positive,464.4,113,29,3.34,608,0.074,FALSE,Positive,464.4,60.1,29,3.34,976,0.046,FALSE
,,084_SPL_S056_LZ132178.d,084_SPL_S056_LZ132178,Sample,,4/20/2018 7:57,P2-B4,Positive,408.3,113,29,3.463,1266,0.057,TRUE,Positive,408.3,60.1,29,3.463,4011,0.056,FALSE,Positive,422.3,113,29,3.429,1371,0.068,TRUE,Positive,422.3,60.1,29,3.429,3719,0.057,TRUE,Positive,438.3,113,29,3.376,15710,0.057,FALSE,Positive,438.3,60.1,29,3.376,28646,0.057,FALSE,Positive,436.3,113,29,3.402,33918,0.055,FALSE,Positive,436.3,60.1,29,3.402,140617,0.055,FALSE,Positive,440.3,113,29,3.4,9278,0.057,FALSE,Positive,440.3,60.1,29,3.4,40915,0.056,FALSE,Positive,434.3,113,29,3.436,4829,0.056,FALSE,Positive,434.3,60.1,29,3.436,19005,0.056,FALSE,Positive,450.4,113,29,3.291,152,0.055,FALSE,Positive,450.4,60.1,29,3.374,3058,0.059,FALSE,Positive,464.4,113,29,3.34,404,0.099,FALSE,Positive,464.4,60.1,29,3.34,1364,0.057,FALSE
,,085_BQC_PQC09.d,085_BQC_PQC09,Sample,,4/20/2018 8:07,P2-B5,Positive,408.3,113,29,3.463,1841,0.057,FALSE,Positive,408.3,60.1,29,3.463,5988,0.054,FALSE,Positive,422.3,113,29,3.429,1472,0.062,FALSE,Positive,422.3,60.1,29,3.429,4592,0.053,FALSE,Positive,438.3,113,29,3.376,10523,0.058,FALSE,Positive,438.3,60.1,29,3.384,17665,0.06,FALSE,Positive,436.3,113,29,3.402,36334,0.055,FALSE,Positive,436.3,60.1,29,3.402,150195,0.055,FALSE,Positive,440.3,113,29,3.4,9563,0.057,FALSE,Positive,440.3,60.1,29,3.4,41186,0.055,FALSE,Positive,434.3,113,29,3.436,5370,0.057,FALSE,Positive,434.3,60.1,29,3.436,23303,0.055,FALSE,Positive,450.4,113,29,3.366,790,0.083,FALSE,Positive,450.4,60.1,29,3.366,3236,0.056,FALSE,Positive,464.4,113,29,3.34,656,0.071,FALSE,Positive,464.4,60.1,29,3.34,919,0.049,FALSE
,,086_SPL_S057_Brunett 0.d,086_SPL_S057_Brunett 0,Sample,,4/20/2018 8:18,P2-B6,Positive,408.3,113,29,3.463,1783,0.056,FALSE,Positive,408.3,60.1,29,3.463,6845,0.056,FALSE,Positive,422.3,113,29,3.429,1782,0.06,FALSE,Positive,422.3,60.1,29,3.429,5529,0.056,FALSE,Positive,438.3,113,29,3.376,10702,0.059,FALSE,Positive,438.3,60.1,29,3.384,19332,0.061,FALSE,Positive,436.3,113,29,3.402,44566,0.055,FALSE,Positive,436.3,60.1,29,3.402,180178,0.055,FALSE,Positive,440.3,113,29,3.4,9601,0.057,FALSE,Positive,440.3,60.1,29,3.4,39000,0.056,FALSE,Positive,434.3,113,29,3.436,7017,0.056,FALSE,Positive,434.3,60.1,29,3.436,25407,0.056,FALSE,Positive,450.4,113,29,3.374,784,0.051,FALSE,Positive,450.4,60.1,29,3.374,3995,0.057,FALSE,Positive,464.4,113,29,3.34,383,0.108,FALSE,Positive,464.4,60.1,29,3.34,1059,0.048,FALSE
,,087_SPL_S058_Brunett 1.d,087_SPL_S058_Brunett 1,Sample,,4/20/2018 8:28,P2-B7,Positive,408.3,113,29,3.463,2356,0.057,FALSE,Positive,408.3,60.1,29,3.463,8500,0.053,FALSE,Positive,422.3,113,29,3.429,2027,0.06,TRUE,Positive,422.3,60.1,29,3.429,7674,0.056,TRUE,Positive,438.3,113,29,3.376,16278,0.058,FALSE,Positive,438.3,60.1,29,3.384,28736,0.06,FALSE,Positive,436.3,113,29,3.402,63296,0.055,FALSE,Positive,436.3,60.1,29,3.402,243876,0.055,FALSE,Positive,440.3,113,29,3.4,9840,0.058,FALSE,Positive,440.3,60.1,29,3.4,41298,0.056,FALSE,Positive,434.3,113,29,3.436,7253,0.057,FALSE,Positive,434.3,60.1,29,3.436,30720,0.056,FALSE,Positive,450.4,113,29,3.374,1016,0.065,FALSE,Positive,450.4,60.1,29,3.374,5900,0.057,FALSE,Positive,464.4,113,29,3.348,1122,0.065,FALSE,Positive,464.4,60.1,29,3.34,1342,0.056,FALSE
,,088_SPL_S059_LZ132484.d,088_SPL_S059_LZ132484,Sample,,4/20/2018 8:38,P2-B8,Positive,408.3,113,29,3.463,2008,0.056,FALSE,Positive,408.3,60.1,29,3.463,7480,0.055,FALSE,Positive,422.3,113,29,3.437,1224,0.066,FALSE,Positive,422.3,60.1,29,3.429,3415,0.057,TRUE,Positive,438.3,113,29,3.376,5209,0.061,FALSE,Positive,438.3,60.1,29,3.384,7973,0.06,FALSE,Positive,436.3,113,29,3.402,16591,0.056,FALSE,Positive,436.3,60.1,29,3.402,69910,0.055,FALSE,Positive,440.3,113,29,3.4,9233,0.056,FALSE,Positive,440.3,60.1,29,3.4,39890,0.055,FALSE,Positive,434.3,113,29,3.436,4819,0.057,FALSE,Positive,434.3,60.1,29,3.436,19659,0.056,FALSE,Positive,450.4,113,29,3.291,49,0.045,FALSE,Positive,450.4,60.1,29,3.366,1513,0.057,FALSE,Positive,464.4,113,29,3.34,392,0.011,FALSE,Positive,464.4,60.1,29,3.331,330,0.068,TRUE
